id,tamanho_m2,n_quartos,idade_casa,garagem,localizacao_Periferia,localizacao_Subúrbio,valor_aluguel
1,106.18101782710437,1,36.7608059620386,0,True,False,1767.1220882994896
2,192.60714596148742,4,10.453581036885684,1,True,False,3278.742397029805
3,159.79909127171078,5,27.07239869137829,1,True,False,2953.8997367096176
4,139.7987726295555,4,34.78921996725411,1,False,True,2514.7171082593163
5,73.40279606636548,5,11.427501089864982,0,False,True,1942.1643955720463
6,73.3991780504304,5,8.74774635479681,1,True,False,2141.303240811958
7,58.71254182522992,3,49.10841716647178,1,True,False,1625.6809809846884
8,179.92642186624028,5,25.831794563550716,0,False,True,2854.591908014976
9,140.16725176148134,4,13.04145874152045,1,True,False,2702.6735415316334
10,156.21088666940682,5,49.81268498789622,1,False,False,2456.538289036203
11,53.08767414437037,3,48.27096756443968,0,False,True,1294.371701871141
12,195.48647782429916,3,27.91467268035488,1,True,False,3095.049266113063
13,174.86639612006326,4,44.13181715946698,0,False,True,2587.093841241624
14,81.85086660174142,2,9.435355417068969,0,False,False,1575.9512527163424
15,77.2737450810651,2,13.943567629609094,1,False,True,1702.7187435876203
16,77.51067647801507,5,35.01789149863856,1,False,True,1889.307876647571
17,95.63633644393066,1,42.333057111915295,1,False,True,1752.6036225547336
18,128.71346474483568,5,42.816214593904625,1,False,True,2462.6367091769803
19,114.79175279631737,4,20.225406356109506,0,False,False,1977.996487035234
20,93.68437102970628,4,44.38850493804799,1,False,True,1996.318461070037
21,141.77793420835692,4,42.546422438375636,0,False,True,2304.4348912493456
22,70.92407909780627,4,46.781749711047375,1,True,False,1780.4693238485343
23,93.82169728028272,4,39.26703255569718,1,False,True,1995.6720379340275
24,104.95427649405376,3,33.449412735711434,1,True,False,2098.437615686375
25,118.41049763255539,2,29.034331071822734,0,False,False,1787.6893076373278
26,167.77639420895204,4,18.614138328087154,1,False,False,2627.340381373978
27,79.95106732375396,1,47.00667212288892,1,False,False,1273.2024527834694
28,127.13516576204174,1,48.68319183776587,1,False,False,1761.8664063489384
29,138.86218532930639,1,14.196048736873285,1,True,False,2388.2881823224784
30,56.96756190799966,1,15.268193017219673,0,False,True,1265.1484263536995
31,141.13172778521576,3,24.28068767931133,1,False,False,2198.8028196772793
32,75.57861855309373,1,22.421207149312366,0,False,True,1455.864510358971
33,59.75773894779193,4,49.72287313054103,0,True,False,1561.2113523806502
34,192.33283058799998,5,8.796262633867268,0,True,False,3153.9998339421068
35,194.8448049611839,1,0.9037681807760434,0,True,False,2820.377293427043
36,171.25960221746917,3,24.69468575917173,0,False,False,2400.725090246715
37,95.6920653760056,3,8.941135461066441,0,False,True,1839.8107593798575
38,64.65081710095758,1,18.323439229142995,1,False,True,1434.517786145033
39,152.63495397682354,5,37.208526152828114,0,False,True,2504.384697941473
40,116.0228740609402,1,36.046996212606466,0,True,False,1869.3214019607772
41,68.30573522671682,3,15.40303959261946,0,False,False,1421.587532583971
42,124.27653651669053,2,27.127011527744965,1,True,False,2330.8981183756578
43,55.15827816728276,4,25.440703841938,1,True,False,1817.2622436232386
44,186.39806031181732,3,31.81663090929477,0,False,True,2696.900522073528
45,88.81699724000254,1,12.523090930279206,1,True,False,1874.603707353495
46,149.3783426530973,4,29.493542378027193,0,False,True,2396.1892464089465
47,96.75666141341165,1,48.94464291375045,0,False,False,1321.9177427657448
48,128.0102031766716,1,24.337107647972754,1,False,True,2093.9835615808456
49,132.00654190149194,2,45.3049393859277,0,False,False,1809.6766501021852
50,77.72816832882906,4,21.719718275521434,1,False,True,1877.3215447330672
51,195.4376941646838,4,17.503920384733785,1,True,False,3242.824665435227
52,166.2699235041672,2,32.25516810152824,0,True,False,2578.06034018416
53,190.92484123462836,3,33.44620298315498,0,False,False,2536.579390007666
54,184.22410256414733,1,43.20837825359515,1,False,False,2396.284720478445
55,139.68499682166276,5,11.509263412077765,0,False,False,2373.810850741794
56,188.2811352534675,1,24.959668994237617,0,False,True,2537.951983969195
57,63.273875307787925,1,28.600209960459154,0,False,True,1300.9423273661043
58,79.39742936287178,3,38.42770071531545,1,False,False,1552.4654100912303
59,56.78409333658071,1,2.1801885877216876,1,True,False,1611.8237953546402
60,98.79954961448965,2,49.72752553986705,0,False,True,1600.7073792527879
61,108.3015934534223,2,23.497225699547148,1,False,True,2016.7553147494345
62,90.70235476608438,4,13.97801708983793,1,False,True,2112.0333767739266
63,174.3106263727894,5,44.17470111331295,1,False,False,2744.789938551081
64,103.51299900403839,1,37.385938694870696,1,False,False,1646.1638378702908
65,92.14017645310712,1,47.65359235119766,1,False,False,1540.7929256506607
66,131.40441247373727,3,16.537515233525685,0,False,False,1992.989170425342
67,71.1386337462144,2,27.638248341774496,0,False,False,1316.8111275893054
68,170.32954711310595,5,28.614623458541917,0,True,False,2869.3894541252675
69,61.182596551965624,4,49.016579185802286,1,True,False,1826.2332162515281
70,198.03304049007758,2,3.7673128003064105,1,False,False,2771.078926631486
71,165.8367153944986,4,15.284850964359093,0,False,True,2639.9568070141518
72,79.80735223012586,3,9.545551557517301,1,False,False,1670.3761322414707
73,50.828317568540356,3,13.42374284450784,0,True,False,1434.969675247374
74,172.31921426822512,1,24.263993713815786,0,True,False,2475.584423029134
75,156.02860157714258,5,18.634343354702466,0,False,True,2629.1576659202287
76,159.3510752061481,4,19.73457334047361,1,True,False,2852.3575746829233
77,165.69055200289188,2,42.21065703631557,1,False,False,2312.9400336361987
78,61.106697760113555,3,46.500841740541595,0,False,True,1472.371310859222
79,103.76985928164089,1,3.520806542477195,0,False,False,1667.6157520133256
80,67.38035892876945,1,10.445935880768008,0,False,False,1192.7287271007344
81,179.46551388133904,4,33.55717584120253,0,False,True,2681.9485260399597
82,143.4947190241337,3,17.932339064808193,1,False,False,2319.8814534926214
83,99.63470372789737,5,12.708182453486938,1,True,False,2316.7944646605074
84,59.53375254290354,3,14.764529420946937,0,False,False,1413.0878166170185
85,96.64734825734934,4,16.127538211930027,0,False,True,2044.8077975499075
86,98.77749830401206,4,42.43348974623372,1,False,True,2002.1487517037167
87,159.4409267507096,3,6.831066572101441,1,False,True,2624.597208192045
88,145.63362070328196,4,35.44554984550593,0,False,False,2246.80207651356
89,183.08191138644898,3,27.640998845395387,0,False,True,2686.887127374882
90,120.83223877429239,2,14.825507182389924,0,False,True,2096.0856674296474
91,67.93913689074526,3,20.989042822313824,1,False,False,1444.724771856165
92,156.98671808344926,3,12.810347179722903,1,True,False,2725.8466937881894
93,164.11775729253463,4,30.575685543284024,1,False,False,2538.5613301948356
94,134.19157963542443,4,4.079709020012018,0,False,True,2423.8662809424213
95,165.64507699318415,1,0.2592431386993388,0,False,True,2432.6512806643823
96,124.06933945465862,1,31.394720747431805,1,False,False,1864.8622874268021
97,128.40992440729912,2,9.713697675602113,1,True,False,2332.1497342258504
98,114.13115275378244,1,3.5470458499963833,0,False,True,1916.457324036778
99,53.81286901161428,3,19.839191360694418,1,False,True,1594.9475148982656
100,66.18371404899567,4,2.538426551969847,1,False,True,1924.866949433045
